Item;SKU;Descrição;Qtd. Itens;Unid Med;Des Categoria;Peso Liquido;Peso Bruto SKU;Altura;Largura;Comprimento;Volume m3;Qtd. CX Altura;Qtd. CX Lastro;Cod. Barras;Clasificação ABC;Caixa
42STM2001000;42STM2001000CX;STM20 VAPORIZADOR VERTICAL DE MÇO 127V;6;PC;ELET - CASA;0,1;7,4;0,355;0,305;0,42;0,045476;4;7;42STM2001000CX;A;MASTER
42STM2001000;42STM2001000CX;STM20 VAPORIZADOR VERTICAL DE MÇO 127V;6;PC;ELET - CASA;0,1;7,4;0,355;0,305;0,42;0,045476;4;7;27908412500866;A;MASTER
42FVA0902000;42FVA0902000;FVA09 FERRO VAPOR 1800W 220V;1;PC;ELET - CASA;0,1;0,76;0,135;0,11;0,265;0,003935;10;60;7908412510908;A;UNIDADE
42FVA0902000;42FVA0902000;FVA09 FERRO VAPOR 1800W 220V;1;PC;ELET - CASA;0,1;0,76;0,135;0,11;0,265;0,003935;10;60;42FVA0902000;A;UNIDADE
42FVA0902000;42FVA0902000 CX10;FVA09 FERRO VAPOR 1800W 220V;10;PC;ELET - CASA;0,1;8,4;0,285;0,275;0,565;0,044282;5;6;17908412510905;A;MASTER
42FVA0901000;42FVA0901000;FVA09 FERRO VAPOR 1200W 127V;1;PC;ELET - CASA;0,1;0,76;0,135;0,11;0,265;0,003935;10;30;7908412510892;A;UNIDADE
42FVA0901000;42FVA0901000;FVA09 FERRO VAPOR 1200W 127V;1;PC;ELET - CASA;0,1;0,76;0,135;0,11;0,265;0,003935;10;30;42FVA0901000;A;UNIDADE
42FVA0901000;42FVA0901000CX;FVA09 FERRO VAPOR 1200W 127V;10;PC;ELET - CASA;0,1;8,4;0,285;0,275;0,565;0,044282;5;6;17908412510899;A;MASTER
42AFG4102000;42AFG4102000;AFG41 FRITADEIRA AIR FACIL 220V;1;PC;AIR FRYER;0,1;3,6;0,317;0,295;0,295;0,027587;4;8;7908412509544;A;UNIDADE
42AFG4102000;42AFG4102000;AFG41 FRITADEIRA AIR FACIL 220V;1;PC;AIR FRYER;0,1;3,6;0,317;0,295;0,295;0,027587;4;8;42AFG4102000;A;UNIDADE
42AFG4102000;42AFG4102000 CX2;AFG41 FRITADEIRA AIR FACIL 220V;2;PC;AIR FRYER;0,1;8,2;0,338;0,31;0,625;0,065488;4;4;17908412509541;A;MASTER
42AFG4101000;42AFG4101000;AFG41 FRITADEIRA FRITA FACIL 127V;1;PC;AIR FRYER;0,1;3,6;0,317;0,295;0,295;0,027587;4;8;7908412509537;A;UNIDADE
42AFG4101000;42AFG4101000;AFG41 FRITADEIRA FRITA FACIL 127V;1;PC;AIR FRYER;0,1;3,6;0,317;0,295;0,295;0,027587;4;8;42AFG4101000;A;UNIDADE
42AFG4101000;42AFG4101000 CX;AFG41 FRITADEIRA FRITA FACIL 127V;2;PC;AIR FRYER;0,1;8,2;0,338;0,31;0,625;0,065488;4;4;42AFG4101000CX;A;MASTER
42AFG4101000;42AFG4101000 CX;AFG41 FRITADEIRA FRITA FACIL 127V;2;PC;AIR FRYER;0,1;8,2;0,338;0,31;0,625;0,065488;4;4;17908412509534;A;MASTER
42ESC2100000;42ESC2100000;ESC21 ESCOVA TREND STYLE 4EM1 BIVOLT;1;PC;ELET - CUIDADOS PESSOAIS;0,1;0,65;0,27;0,16;0,07;0,003024;4;80;7908412504686;A;UNIDADE
42ESC2100000;42ESC2100000;ESC21 ESCOVA TREND STYLE 4EM1 BIVOLT;1;PC;ELET - CUIDADOS PESSOAIS;0,1;0,65;0,27;0,16;0,07;0,003024;4;80;42ESC2100000;A;UNIDADE
42ESC2100000;42ESC2100000 CX;ESC21 ESCOVA TREND STYLE 4EM1 BIVOLT;20;PC;ELET - CUIDADOS PESSOAIS;0,1;15,1;0,59;0,327;0,4;0,077172;2;8;17908412504683;A;MASTER
42PRAB000000;42PRAB000000;PRAB0 Prancha GLOSSY COLOR BIVOLT;1;PC;ELET - CUIDADOS PESSOAIS;0,1;0,46;0,034;0,1;0,5;0,0017;24;60;7908412504600;A;UNIDADE
42PRAB000000;42PRAB000000;PRAB0 Prancha GLOSSY COLOR BIVOLT;1;PC;ELET - CUIDADOS PESSOAIS;0,1;0,46;0,034;0,1;0,5;0,0017;24;60;42PRAB000000;A;UNIDADE
42PRAB000000;42PRAB000000 CX;PRAB0 PRANCHA GLOSSY COLOR BIVOLT;24;PC;ELET - CUIDADOS PESSOAIS;0,1;12;0,4;0,29;0,365;0,04234;5;6;42PRAB000000CX;A;MASTER
42PRAB000000;42PRAB000000 CX;PRAB0 PRANCHA GLOSSY COLOR BIVOLT;24;PC;ELET - CUIDADOS PESSOAIS;0,1;12;0,4;0,29;0,365;0,04234;5;6;17908412504607;A;MASTER
42SEB2002000;42SEB2002000;SEB20 Secador GLOSSY COLOR 2000W 220V;1;PC;ELET - CUIDADOS PESSOAIS;0,1;1,05;0,3;0,1;0,23;0,0069;4;40;7908412504648;A;UNIDADE
42SEB2002000;42SEB2002000;SEB20 Secador GLOSSY COLOR 2000W 220V;1;PC;ELET - CUIDADOS PESSOAIS;0,1;1,05;0,3;0,1;0,23;0,0069;4;40;42SEB2002000;A;UNIDADE
42SEB2002000;42SEB2002000 CX;SEB20 SECADOR GLOSSY COLOR 2000W 220V;10;PC;ELET - CUIDADOS PESSOAIS;0,1;9;0,325;0,475;0,515;0,079503;4;4;42SEB2002000CX;A;MASTER
42SEB2002000;42SEB2002000 CX;SEB20 SECADOR GLOSSY COLOR 2000W 220V;10;PC;ELET - CUIDADOS PESSOAIS;0,1;9;0,325;0,475;0,515;0,079503;4;4;17908412504645;A;MASTER
42SEB2001000;42SEB2001000;SEB20 Secador GLOSSY COLOR 2000W 127V;1;PC;ELET - CUIDADOS PESSOAIS;0,1;1,05;0,3;0,1;0,23;0,0069;4;40;7908412504631;A;UNIDADE
42SEB2001000;42SEB2001000;SEB20 Secador GLOSSY COLOR 2000W 127V;1;PC;ELET - CUIDADOS PESSOAIS;0,1;1,05;0,3;0,1;0,23;0,0069;4;40;42SEB2001000;A;UNIDADE
42SEB2001000;42SEB2001000 CX;SEB20 SECADOR GLOSSY COLOR 2000W 127V;10;PC;ELET - CUIDADOS PESSOAIS;0,1;9;0,325;0,475;0,515;0,079503;4;4;42SEB2001000CX;A;MASTER
42SEB2001000;42SEB2001000 CX;SEB20 SECADOR GLOSSY COLOR 2000W 127V;10;PC;ELET - CUIDADOS PESSOAIS;0,1;9;0,325;0,475;0,515;0,079503;4;4;17908412504638;A;MASTER
42CF30001000;42CF30001000;CF300 CAFETEIRA 30 XICARAS 127V;1;PC;ELET - COZINHA;1;1,3;0,3;0,19;0,26;0,01482;4;12;7908412515224;B;UNIDADE
42CF30001000;42CF30001000;CF300 CAFETEIRA 30 XICARAS 127V;1;PC;ELET - COZINHA;1;1,3;0,3;0,19;0,26;0,01482;4;12;42CF30001000;B;UNIDADE
42CF30001000;42CF30001000CX;CF300 CAFETEIRA 30 XICARAS 127V;6;PC;ELET - COZINHA;1;10,5;0,32;0,58;0,593;0,110061;4;2;42CF30001000CX;B;MASTER
42CF30001000;42CF30001000CX;CF300 CAFETEIRA 30 XICARAS 127V;6;PC;ELET - COZINHA;1;10,5;0,32;0,58;0,593;0,110061;4;2;17908412515221;B;MASTER
42CF15002000;42CF15002000;CF150 CAFETEIRA 15 XICARAS 220V;1;PC;ELET - COZINHA;0,0001;1,125;0,24;0,14;0,21;0,007056;6;32;7908412504730;A;UNIDADE
42CF15002000;42CF15002000;CF150 CAFETEIRA 15 XICARAS 220V;1;PC;ELET - COZINHA;0,0001;1,125;0,24;0,14;0,21;0,007056;6;32;42CF15002000;A;UNIDADE
42CF15002000;42CF15002000CF;CF150 CAFETEIRA 15 XICARAS 220V;8;PC;ELET - COZINHA;0,0001;9;0,519;0,3;0,439;0,068352;3;8;42CF15002000CX;A;MASTER
42CF15002000;42CF15002000CF;CF150 CAFETEIRA 15 XICARAS 220V;8;PC;ELET - COZINHA;0,0001;9;0,519;0,3;0,439;0,068352;3;8;27908412504734;A;MASTER
42CF30002000;42CF30002000;CF300 CAFETEIRA 30 XICARAS 220V;1;PC;ELET - COZINHA;0,0001;1,2;0,3;0,19;0,27;0,01539;4;12;7908412515231;A;UNIDADE
42CF30002000;42CF30002000;CF300 CAFETEIRA 30 XICARAS 220V;1;PC;ELET - COZINHA;0,0001;1,2;0,3;0,19;0,27;0,01539;4;12;42CF30002000;A;UNIDADE
42CF30002000;42CF30002000CX;CF300 CAFETEIRA 30 XICARAS 220V;6;PC;ELET - COZINHA;0,0001;10,5;0,32;0,58;0,593;0,110061;4;2;42CF30002000CX;A;MASTER
42CF30002000;42CF30002000CX;CF300 CAFETEIRA 30 XICARAS 220V;6;PC;ELET - COZINHA;0,0001;10,5;0,32;0,58;0,593;0,110061;4;2;17908412515238;A;MASTER
42CF15001000;42CF15001000;CF150 CAFETEIRA 15 XICARAS 127V;1;PC;ELET - COZINHA;1;1,125;0,24;0,14;0,21;0,007056;6;28;7908412504723;B;UNIDADE
42CF15001000;42CF15001000;CF150 CAFETEIRA 15 XICARAS 127V;1;PC;ELET - COZINHA;1;1,125;0,24;0,14;0,21;0,007056;6;28;42CF15001000;B;UNIDADE
42CF15001000;42CF15001000CX;CF150 CAFETEIRA 15 XICARAS 127V;8;PC;ELET - COZINHA;1;9;0,519;0,3;0,439;0,068352;3;7;42CF15001000CX;B;MASTER
42CF15001000;42CF15001000CX;CF150 CAFETEIRA 15 XICARAS 127V;8;PC;ELET - COZINHA;1;9;0,519;0,3;0,439;0,068352;3;7;27908412504727;B;MASTER
42SECT000000;42SECT000000;SECT0 Secador TO GO 1200W BIVOLT;1;PC;ELET - CUIDADOS PESSOAIS;0,0001;0,1;0,195;0,08;0,12;0,001872;6;98;7908412515422;A;UNIDADE
42SECT000000;42SECT000000;SECT0 Secador TO GO 1200W BIVOLT;1;PC;ELET - CUIDADOS PESSOAIS;0,0001;0,1;0,195;0,08;0,12;0,001872;6;98;42SECT000000;A;UNIDADE
42SECT000000;42SECT000000CX;SECT0 SECADOR TO GO 1200W BIVOLT;24;PC;ELET - CUIDADOS PESSOAIS;0,0001;11;0,41;0,315;0,382;0,049335;3;8;42SECT000000CX;A;MASTER
42SECT000000;42SECT000000CX;SECT0 SECADOR TO GO 1200W BIVOLT;24;PC;ELET - CUIDADOS PESSOAIS;0,0001;11;0,41;0,315;0,382;0,049335;3;8;27908412515426;A;MASTER
42SECT000000;42SECT000000CX;SECT0 SECADOR TO GO 1200W BIVOLT;24;PC;ELET - CUIDADOS PESSOAIS;0,0001;11;0,41;0,315;0,382;0,049335;3;8;17908412515429;A;MASTER
42MIX3G02000;42MIX3G02000;MIXER 3 EM 1 CZ - 220V;1;PC;ELET - COZINHA;0,0001;1,5;0,23;0,12;0,22;0,006072;6;32;7908412519475;A;UNIDADE
42MIX3G02000;42MIX3G02000;MIXER 3 EM 1 CZ - 220V;1;PC;ELET - COZINHA;0,0001;1,5;0,23;0,12;0,22;0,006072;6;32;42MIX3G02000;A;UNIDADE
42MIX3G02000;42MIX3G02000CX;MIXER 3 EM 1 CZ - 220V;8;PC;ELET - COZINHA;0,0001;12;0,497;0,447;0,253;0,056206;6;4;42MIX3G02000CX;A;MASTER
42MIX3G02000;42MIX3G02000CX;MIXER 3 EM 1 CZ - 220V;8;PC;ELET - COZINHA;0,0001;12;0,497;0,447;0,253;0,056206;6;4;17908412519472;A;MASTER
42MIX3G01000;42MIX3G01000;MIXER 3 EM 1 CZ - 127V;1;PC;ELET - COZINHA;0,0001;1,5;0,23;0,12;0,22;0,006072;6;32;7908412519468;A;UNIDADE
42MIX3G01000;42MIX3G01000;MIXER 3 EM 1 CZ - 127V;1;PC;ELET - COZINHA;0,0001;1,5;0,23;0,12;0,22;0,006072;6;32;42MIX3G01000;A;UNIDADE
42MIX3G01000;42MIX3G01000CX;MIXER 3 EM 1 CZ - 127V;8;PC;ELET - COZINHA;0,0001;12;0,497;0,447;0,253;0,056206;6;4;42MIX3G01000CX;A;MASTER
42MIX3G01000;42MIX3G01000CX;MIXER 3 EM 1 CZ - 127V;8;PC;ELET - COZINHA;0,0001;12;0,497;0,447;0,253;0,056206;6;4;17908412519465;A;MASTER
42AFO0002000;42AFO0002000;AFO00 FRIT. FORNO EASY OVEN FRY 220V;1;PC;AIR FRYER;0;6,9;0,45;0,34;0,38;0,05814;3;6;7908412515392;A;UNIDADE
42AFO0002000;42AFO0002000;AFO00 FRIT. FORNO EASY OVEN FRY 220V;1;PC;AIR FRYER;0;6,9;0,45;0,34;0,38;0,05814;3;6;42AFO0002000;A;UNIDADE
42AFO0001000;42AFO0001000;AFO00 FRIT. FORNO EASY OVEN FRY 127V;1;PC;AIR FRYER;0,0001;6,9;0,42;0,38;0,34;0,054264;3;6;7908412515385;A;UNIDADE
42AFO0001000;42AFO0001000;AFO00 FRIT. FORNO EASY OVEN FRY 127V;1;PC;AIR FRYER;0,0001;6,9;0,42;0,38;0,34;0,054264;3;6;42AFO0001000;A;UNIDADE
42SAN4002000;42SAN4002000;SAN40 SANDUICHEIRA 800W 220V;1;PC;ELET - COZINHA;0,0001;1,1;0,23;0,24;0,1;0,00552;6;30;7908412518836;A;UNIDADE
42SAN4002000;42SAN4002000;SAN40 SANDUICHEIRA 800W 220V;1;PC;ELET - COZINHA;0,0001;1,1;0,23;0,24;0,1;0,00552;6;30;42SAN4002000;A;UNIDADE
42SAN4002000;42SAN4002000CX;SAN40 SANDUICHEIRA 800W 220V;6;PC;ELET - COZINHA;0,0001;7,4;0,44;0,255;0,45;0,05049;3;10;42SAN4002000CX;A;MASTER
42SAN4002000;42SAN4002000CX;SAN40 SANDUICHEIRA 800W 220V;6;PC;ELET - COZINHA;0,0001;7,4;0,44;0,255;0,45;0,05049;3;10;17908412518833;A;MASTER
42SAN4001000;42SAN4001000;SAN40 SANDUICHEIRA 800W 127V;1;PC;ELET - COZINHA;0,0001;1,06;0,22;0,095;0,23;0,004807;6;30;7908412518829;A;UNIDADE
42SAN4001000;42SAN4001000;SAN40 SANDUICHEIRA 800W 127V;1;PC;ELET - COZINHA;0,0001;1,06;0,22;0,095;0,23;0,004807;6;30;42SAN4001000;A;UNIDADE
42SAN4001000;42SAN4001000CX;SAN40 SANDUICHEIRA 800W 127V;6;PC;ELET - COZINHA;0,0001;6,4;0,48;0,26;0,29;0,038556;3;10;17908412518826;A;MASTER
42FOG0102000;42FOG0102000;FogÃ£o eletrico 1000W 220V FG01;1;PC;ELET - COZINHA;0,0001;1,2;0,026;0,07;0,024;0,000044;6;48;7908412515484;A;UNIDADE
42FOG0102000;42FOG0102000;FogÃ£o eletrico 1000W 220V FG01;1;PC;ELET - COZINHA;0,0001;1,2;0,026;0,07;0,024;0,000044;6;48;42FOG0102000;A;UNIDADE
42FOG0102000;42FOG0102000CX;FOGÃ£O ELETRICO 1000W 220V FG01;12;PC;ELET - COZINHA;0,0001;12,5;0,443;0,255;0,75;0,084724;3;8;42FOG0102000CX;A;MASTER
42FOG0102000;42FOG0102000CX;FOGÃ£O ELETRICO 1000W 220V FG01;12;PC;ELET - COZINHA;0,0001;12,5;0,443;0,255;0,75;0,084724;3;8;17908412515481;A;MASTER
42FOG0101000;42FOG0101000;FogÃ£o eletrico 1000W 127V FG01;1;PC;ELET - COZINHA;0,0001;1,2;0,24;0,07;0,26;0,004368;6;54;7908412515460;A;UNIDADE
42FOG0101000;42FOG0101000;FogÃ£o eletrico 1000W 127V FG01;1;PC;ELET - COZINHA;0,0001;1,2;0,24;0,07;0,26;0,004368;6;54;42FOG0101000;A;UNIDADE
42FOG0101000;42FOG0101000CX;FOGÃ£O ELETRICO 1000W 127V FG01;12;PC;ELET - COZINHA;0,0001;15,4;0,5;0,27;0,45;0,06075;3;9;42FOG0101000CX;A;MASTER
42FOG0101000;42FOG0101000CX;FOGÃ£O ELETRICO 1000W 127V FG01;12;PC;ELET - COZINHA;0,0001;15,4;0,5;0,27;0,45;0,06075;3;9;17908412515467;A;MASTER
42FOG0202000;42FOG0202000;FogÃ£o eletrico 2000W 220V FG02;1;PC;ELET - COZINHA;0,0001;2,35;0,045;0,07;0,025;0,000008;3;48;7908412515514;A;UNIDADE
42FOG0202000;42FOG0202000;FogÃ£o eletrico 2000W 220V FG02;1;PC;ELET - COZINHA;0,0001;2,35;0,045;0,07;0,025;0,000008;3;48;42FOG0202000;A;UNIDADE
42FOG0202000;42FOG0202000CX;FOGÃ£O ELETRICO 2000W 220V FG02;6;PC;ELET - COZINHA;0,0001;14,5;0,47;0,27;0,46;0,058374;3;9;42FOG0202000CX;A;MASTER
42FOG0202000;42FOG0202000CX;FOGÃ£O ELETRICO 2000W 220V FG02;6;PC;ELET - COZINHA;0,0001;14,5;0,47;0,27;0,46;0,058374;3;9;17908412515511;A;MASTER
42FOG0201000;42FOG0201000;FogÃ£o eletrico 2000W 127V FG02;1;PC;ELET - COZINHA;0,0001;2,1;0,25;0,07;0,45;0,007875;3;48;7908412515507;A;UNIDADE
42FOG0201000;42FOG0201000;FogÃ£o eletrico 2000W 127V FG02;1;PC;ELET - COZINHA;0,0001;2,1;0,25;0,07;0,45;0,007875;3;48;42FOG0201000;A;UNIDADE
42FOG0201000;42FOG0201000CX;FOGÃ£O ELETRICO 2000W 127V FG02;6;PC;ELET - COZINHA;0,0001;14,5;0,48;0,275;0,45;0,0594;3;8;42FOG0201000CX;A;MASTER
42FOG0201000;42FOG0201000CX;FOGÃ£O ELETRICO 2000W 127V FG02;6;PC;ELET - COZINHA;0,0001;14,5;0,48;0,275;0,45;0,0594;3;8;17908412515504;A;MASTER
42CHA1G01000;42CHA1G01000;CHA1G CHALEIRA ELETR. CZ DE 1,8L 127V;1;PC;ELET - COZINHA;0,0001;0,8;0,22;0,29;0,16;0,010208;6;60;7908412519406;A;UNIDADE
42CHA1G01000;42CHA1G01000;CHA1G CHALEIRA ELETR. CZ DE 1,8L 127V;1;PC;ELET - COZINHA;0,0001;0,8;0,22;0,29;0,16;0,010208;6;60;42CHA1G01000;A;UNIDADE
42CHA1G01000;42CHA1G01000CX;CHA1G CHALEIRA ELETR. CZ DE 1,8L 127V;12;PC;ELET - COZINHA;0,0001;10,5;0,475;0,34;0,625;0,100938;3;5;17908412519403;A;MASTER
42CHA1G02000;42CHA1G02000;CHA1G CHALEIRA ELETR. CZ DE 1,8L 220V;1;PC;ELET - COZINHA;0;0,8;0,22;0,29;0,16;0,010208;6;60;7908412519451;A;UNIDADE
42CHA1G02000;42CHA1G02000;CHA1G CHALEIRA ELETR. CZ DE 1,8L 220V;1;PC;ELET - COZINHA;0;0,8;0,22;0,29;0,16;0,010208;6;60;42CHA1G02000;A;UNIDADE
42CHA1G02000;42CHA1G02000CX;CHA1G CHALEIRA ELETR. CZ DE 1,8L 220V;12;PC;ELET - COZINHA;0;10,5;0,475;0,34;0,625;0,100938;3;5;17908412519458;A;MASTER
42MFP1P02000;42MFP1P02000;MINI PROCESSADOR ALIM 220V PRETO;1;PC;ELET - COZINHA;0,0001;1;0,15;0,12;0,205;0,00369;48;72;7908412555886;A;UNIDADE
42MFP1P02000;42MFP1P02000;MINI PROCESSADOR ALIM 220V PRETO;1;PC;ELET - COZINHA;0,0001;1;0,15;0,12;0,205;0,00369;48;72;42MFP1P02000;A;UNIDADE
42MFP1P02000;42MFP1P02000CX;MINI PROCESSADOR ALIM 220V PRETO;12;PC;ELET - COZINHA;0,0001;13,2;0,425;0,385;0,32;0,05236;4;6;17908412555883;A;MASTER
42MFP1P01000;42MFP1P01000;MINI PROCESSADOR ALIM 127V PRETO;1;PC;ELET - COZINHA;0,0001;0,1;0,1;0,1;0,1;0,001;48;72;7908412555879;A;UNIDADE
42MFP1P01000;42MFP1P01000;MINI PROCESSADOR ALIM 127V PRETO;1;PC;ELET - COZINHA;0,0001;0,1;0,1;0,1;0,1;0,001;48;72;42MFP1P01000;A;UNIDADE
42MFP1P01000;42MFP1P01000CX;MINI PROCESSADOR ALIM 127V PRETO;12;PC;ELET - COZINHA;0,0001;13,2;0,425;0,385;0,32;0,05236;4;6;17908412555876;A;MASTER
42VEN4001000;42VEN4001000;VEN40 Ventilador 40cm 127V;1;PC;ELET - CASA;0,0001;0,1;0,5;0,12;0,59;0,0354;3;15;42VEN4001000;A;UNIDADE
42VEN4001000;42VEN4001000CX;VEN40 VENTILADOR 40CM 127V;3;PC;ELET - CASA;0,0001;0,1;0,59;0,514;0,378;0,114632;3;5;42VEN4001000CX;A;MASTER
42VEN4001000;42VEN4001000CX;VEN40 VENTILADOR 40CM 127V;3;PC;ELET - CASA;0,0001;0,1;0,59;0,514;0,378;0,114632;3;5;17908412519205;A;MASTER
42VEN4001000;42VEN4001000UN;VEN40 VENTILADOR 40CM 127V;1;PC;ELET - CASA;0,0001;0,1;0,5;0,12;0,59;0,0354;3;15;7908412519208;A;UNIDADE
42VEN4001000;42VEN4001000UN;VEN40 VENTILADOR 40CM 127V;1;PC;ELET - CASA;0,0001;0,1;0,5;0,12;0,59;0,0354;3;15;42VEN4001000UN;A;UNIDADE
42VEN4002000;42VEN4002000;VEN40 Ventilador 40cm 220V;1;PC;ELET - CASA;0,0001;0,1;0,5;0,012;0,59;0,00354;3;15;7908412519215;A;UNIDADE
42VEN4002000;42VEN4002000;VEN40 Ventilador 40cm 220V;1;PC;ELET - CASA;0,0001;0,1;0,5;0,012;0,59;0,00354;3;15;42VEN4002000;A;UNIDADE
42VEN4002000;42VEN4002000CX;VEN40 VENTILADOR 40CM 220V;1;PC;ELET - CASA;0,0001;0,1;0,5;0,514;0,037;0,009509;3;15;42VEN4002000CX;A;UNIDADE
42VEN4002000;42VEN4002000CX;VEN40 VENTILADOR 40CM 220V;1;PC;ELET - CASA;0,0001;0,1;0,5;0,514;0,037;0,009509;3;15;17908412519212;A;UNIDADE
42VEN4002000;42VEN4002000UN;VEN40 VENTILADOR 40CM 220V;1;PC;ELET - CASA;0,0001;0,1;0,5;0,12;0,59;0,0354;3;15;42VEN4002000UN;A;UNIDADE
42CHA1B01000;42CHA1B01000;CHA1B CHALEIRA ELETR. PRETA DE 2L 127V;1;PC;ELET - COZINHA;0,0001;0,875;0,23;0,16;0,2;0,00736;6;30;7908412523694;A;UNIDADE
42CHA1B01000;42CHA1B01000;CHA1B CHALEIRA ELETR. PRETA DE 2L 127V;1;PC;ELET - COZINHA;0,0001;0,875;0,23;0,16;0,2;0,00736;6;30;42CHA1B01000;A;UNIDADE
42CHA1B01000;42CHA1B01000 CX;CHA1B CHALEIRA ELETR. PRETA DE 2L 127V;12;PC;ELET - COZINHA;0,0001;10,5;0,475;0,34;0,625;0,100938;3;5;42CHA1B01000CX;A;MASTER
42CHA1B01000;42CHA1B01000 CX;CHA1B CHALEIRA ELETR. PRETA DE 2L 127V;12;PC;ELET - COZINHA;0,0001;10,5;0,475;0,34;0,625;0,100938;3;5;17908412523691;A;MASTER
42CHA1B02000;42CHA1B02000;CHA1B CHALEIRA ELETR. PRETA DE 2L 220V;1;PC;ELET - COZINHA;0,0001;0,875;0,23;0,16;0,2;0,00736;6;30;7908412523755;A;UNIDADE
42CHA1B02000;42CHA1B02000;CHA1B CHALEIRA ELETR. PRETA DE 2L 220V;1;PC;ELET - COZINHA;0,0001;0,875;0,23;0,16;0,2;0,00736;6;30;42CHA1B02000;A;UNIDADE
42CHA1B02000;42CHA1B02000 CX;CHA1B CHALEIRA ELETR. PRETA DE 2L 220V;12;PC;ELET - COZINHA;0,0001;10,5;0,475;0,34;0,625;0,100938;3;5;42CHA1B02000CX;A;MASTER
42CHA1B02000;42CHA1B02000 CX;CHA1B CHALEIRA ELETR. PRETA DE 2L 220V;12;PC;ELET - COZINHA;0,0001;10,5;0,475;0,34;0,625;0,100938;3;5;17908412523752;A;MASTER
42AFG3701000;42AFG3701000;AFG37 FRITADEIRA 3,7L PT 127V;1;PC;AIR FRYER;0,0001;3,7;0,317;0,3;0,304;0,02891;4;8;7908412524851;A;UNIDADE
42AFG3701000;42AFG3701000;AFG37 FRITADEIRA 3,7L PT 127V;1;PC;AIR FRYER;0,0001;3,7;0,317;0,3;0,304;0,02891;4;8;42AFG3701000;A;UNIDADE
42AFG3701000;42AFG3701000 CX;AFG37 FRITADEIRA 3,7L PT 127V;2;PC;AIR FRYER;0,0001;8,5;0,33;0,315;0,615;0,063929;4;5;42AFG3701000CX;A;MASTER
42AFG3701000;42AFG3701000 CX;AFG37 FRITADEIRA 3,7L PT 127V;2;PC;AIR FRYER;0,0001;8,5;0,33;0,315;0,615;0,063929;4;5;17908412524858;A;MASTER
42AFG3702000;42AFG3702000;AFG37 FRITADEIRA 3,7L PT 220V;1;PC;AIR FRYER;0,0001;3,7;0,318;0,3;0,304;0,029002;4;8;7908412524868;A;UNIDADE
42AFG3702000;42AFG3702000;AFG37 FRITADEIRA 3,7L PT 220V;1;PC;AIR FRYER;0,0001;3,7;0,318;0,3;0,304;0,029002;4;8;42AFG3702000;A;UNIDADE
42AFG3702000;42AFG3702000 CX;AFG37 FRITADEIRA 3,7L PT 220V;2;PC;AIR FRYER;0,0001;8,5;0,335;0,315;0,615;0,064898;4;5;42AFG3702000CX;A;MASTER
42AFG3702000;42AFG3702000 CX;AFG37 FRITADEIRA 3,7L PT 220V;2;PC;AIR FRYER;0,0001;8,5;0,335;0,315;0,615;0,064898;4;5;17908412524865;A;MASTER
42AFG4201000;42AFG4201000;AFG42 FRITADEIRA 4,2L PT 127V;1;PC;AIR FRYER;0,0001;4;0,33;0,31;0,32;0,032736;4;8;7908412525407;A;UNIDADE
42AFG4201000;42AFG4201000;AFG42 FRITADEIRA 4,2L PT 127V;1;PC;AIR FRYER;0,0001;4;0,33;0,31;0,32;0,032736;4;8;42AFG4201000;A;UNIDADE
42AFG4201000;42AFG4201000 CX;AFG42 FRITADEIRA 4,2L PT 127V;2;PC;AIR FRYER;0,0001;7,9;0,348;0,323;0,6432;0,072298;4;4;17908412525404;A;MASTER
42AFG4202000;42AFG4202000;AFG42 FRITADEIRA 4,2L PT 220V;1;PC;AIR FRYER;0,0001;0,345;0,34;0,161;0,64;0,035034;4;8;7908412525414;A;UNIDADE
42AFG4202000;42AFG4202000;AFG42 FRITADEIRA 4,2L PT 220V;1;PC;AIR FRYER;0,0001;0,345;0,34;0,161;0,64;0,035034;4;8;42AFG4202000;A;UNIDADE
42AFG4202000;42AFG4202000 CX;AFG42 FRITADEIRA 4,2L PT 220V;2;PC;AIR FRYER;0,0001;7,9;0,348;0,323;0,643;0,072276;4;4;42AFG4202000CX;A;MASTER
42AFG4202000;42AFG4202000 CX;AFG42 FRITADEIRA 4,2L PT 220V;2;PC;AIR FRYER;0,0001;7,9;0,348;0,323;0,643;0,072276;4;4;17908412525411;A;MASTER
42AFG0402000;42AFG0402000;FRITADEIRA PT 220V;1;PC;AIR FRYER;0,0001;0,1;0,32;0,3;0,32;0,03072;4;10;42AFG0402000;A;UNIDADE
42AFG0402000;42AFG0402000 CX;FRITADEIRA PT 220V;2;PC;AIR FRYER;0,0001;8;0,328;0,312;0,612;0,06263;4;5;17908412525435;A;MASTER
42AFG0401000;42AFG0401000;FRITADEIRA PT 127V;1;PC;AIR FRYER;0,0001;0,1;0,31;0,3;0,3;0,0279;4;10;42AFG0401000;A;UNIDADE
42AFG0401000;42AFG0401000 CX;FRITADEIRA PT 127V;2;PC;AIR FRYER;0,0001;8;0,328;0,312;0,612;0,06263;4;5;17908412525428;A;MASTER
42ESCB100000;42ESCB100000;ESC. SECADORA ENTRY BIVOLT;1;PC;ELET - CUIDADOS PESSOAIS;0,0001;0,000001;1;1;1;1;12;24;7908412525506;A;UNIDADE
